word	sentiment
irks	-0.448
iron	-0.222
ironclad	0.122
ironic	-0.069
irons	0.062
irony	-0.222
irradiation	-0.23
irrational	-0.514
irrationality	-0.604
irreconcilable	-0.708
irreducible	-0.408
irrefutable	-0.008
irregular	-0.125
irregularity	-0.167
irregularly	-0.416
irrelevant	-0.724
irreparable	-0.878
irreplaceable	-0.042
irrepressible	0.024
irresistible	0.646
irrespective	-0.006
irresponsible	-0.73
irreverent	-0.618
irreversible	-0.66
irrevocable	-0.408
irrigate	-0.456
irrigation	-0.482
irritability	-0.708
irritable	-0.431
irritate	-0.666
irritated	-0.58
irritates	-0.654
irritating	-0.792
irritation	-0.694
island	0.49
isle	0.334
islet	0.224
isolate	-0.238
isolated	-0.558
isolation	-0.604
isomorphism	-0.104
isothermal	-0.082
isotope	-0.142
issue	-0.328
issues	-0.469
itch	-0.362
itching	-0.584
itchy	-0.332
item	0.188
itemize	-0.082
items	0.084
iterate	-0.102
iteration	0.062
iterative	-0.142
itinerant	-0.102
itinerary	0.102
ivory	0.25
jab	-0.23
jabber	-0.166
jack	-0.026
jackal	-0.334
jackass	-0.624
jacket	0.312
jackhammer	-0.602
jackpot	0.9
jackrabbit	0.25
jacks	-0.02
jade	0.208
jaded	-0.49
jag	-0.184
jagged	-0.836
jaguar	0.118
jail	-0.75
jailbird	-0.52
jailbreak	-0.292
jailer	-0.612
jailhouse	-0.792
jalopy	-0.208
jam	0.02
jamboree	0.204
jammed	-0.53
jammer	-0.166
janitor	0.02
janitorial	-0.02
japan	0.334
jar	-0.175
jargon	-0.334
jarhead	-0.184
jarring	-0.58
jasmine	0.53
jasper	-0.04
jaundice	-0.572
jaunt	0.616
java	-0.082
javelin	-0.23
jaw	0.0
jawbone	-0.064
jaws	-0.23
jay	0.062
jazz	0.354
jazzy	0.45
jealous	-0.578
jealousy	-0.708
jean	0.204
jeans	0.244
jeep	0.204
jeering	-0.468
jelly	0.302
jellybean	0.184
jellyfish	0.062
jenny	0.084
jeopardize	-0.889
jeopardy	-0.742
jerk	-0.921
jerks	-0.572
jerky	-0.534
jersey	0.188
jest	0.04
jester	-0.224
jesus	0.6
jet	0.224
jetty	0.204
jewel	0.654
jeweler	0.52
jewelry	0.646
jib	-0.188
jiff	0.152
jiffy	-0.18
jig	0.062
jiggle	0.184
jigsaw	0.188
jihad	-0.354
jimmy	0.158
jingle	0.27
jinx	-0.326
jitters	-0.552
jittery	-0.312
jive	0.122
job	0.125
jobinterview	0.368
jock	0.184
jockey	0.124
jockstrap	-0.306
jog	0.02
jogger	-0.166
john	0.124
join	0.306
joined	0.334
joining	0.51
joint	0.23
jointly	0.264
joke	0.306
joker	0.542
joking	0.552
jolly	0.918
jolt	-0.27
jornada	-0.166
jot	-0.188
jour	-0.042
journal	0.376
journalism	0.244
journalist	0.084
journalistic	0.392
journey	0.203
journeyman	0.53
joust	0.04
jovial	0.646
joy	0.944
joyful	0.98
joyous	0.916
joyride	0.388
joys	0.962
jubilant	0.688
jubilee	0.832
judge	0.02
judged	-0.438
judging	-0.52
judgment	-0.208
judgmental	-0.34
judicial	-0.244
judiciary	-0.122
judicious	0.26
judo	0.0
jug	0.04
juggle	0.188
juggler	0.266
juggling	0.124
jugular	-0.458
juice	0.552
juicer	0.104
juicy	0.646
juju	0.082
juke	0.0
jukebox	0.398
jumble	-0.286
jumbled	-0.416
jumbo	0.36
jump	0.25
jump rope	0.312
jumper	0.23
jumpsuit	0.124
jumpy	-0.294
junction	-0.02
juncture	-0.27
jungle	0.0
junior	0.27
juniper	0.166
junk	-0.609
junket	-0.02
junkie	-0.73
junky	-0.23
junkyard	-0.646
junta	-0.098
juridical	0.04
jurisdiction	-0.04
jurisprudence	-0.28
jurist	-0.042
juror	0.164
jury	-0.042
just	0.222
justice	0.542
justifiable	0.572
justifiably	0.194
justification	0.25
justify	0.125
juststop	-0.166
justthebeginning	0.146
jute	0.102
juvenile	0.356
juxtaposition	-0.146
kaiser	-0.06
kale	-0.062
kaleidoscope	0.23
kamikaze	-0.592
kangaroo	0.432
kanji	0.02
kappa	-0.062
kaput	-0.438
karaoke	0.526
karate	0.124
karma	0.0
karmic	-0.286
kayak	0.184
kazoo	0.006
kebab	0.062
keel	-0.312
keen	0.514
keep	0.428
keeper	0.224
keeping	0.184
keepsake	0.48
keg	0.102
kelp	-0.042
ken	-0.124
kennel	-0.14
kerchief	0.04
kern	-0.124
kernel	0.084
kerosene	-0.396
ketchup	0.306
kettle	-0.286
key	0.23
keyboard	0.146
keyed	-0.062
keyhole	-0.124
keynote	0.26
keypad	0.208
keystone	0.146
keyword	0.204
khaki	0.188
khan	-0.074
kibble	0.02
kick	-0.403
kickboxing	-0.146
kicker	-0.146
kicking	-0.346
kickoff	0.166
kid	0.238
kidder	0.416
kidding	0.244
kiddo	0.348
kiddos	0.0
kidnap	-0.936
kidnapped	-0.912
kidnapper	-0.77
kidnapping	-0.812
kidney	-0.104
kids	0.674
kill	-0.917
killer	-0.806
killing	-0.84
killjoy	-0.644
kiln	-0.098
kilo	-0.124
kilogram	0.02
kilometer	-0.02
kilt	-0.104
kimono	0.286
kin	0.086
kind	0.736
kindergarten	0.666
kindling	0.04
kindness	0.819
kindred	0.52
kinematics	0.188
kinesiology	-0.018
kinetic	0.164
king	0.354
king snake	-0.084
kingdom	0.428
kingpin	-0.286
kink	-0.326
kinky	-0.102
kinship	0.542
kiosk	0.0
kirk	0.02
kiss	0.472
kisser	0.688
kissy	0.748
kit	0.166
kitchen	0.4
kite	0.286
kitten	0.632
kiwi	0.292
klutz	-0.45
knack	0.124
knapsack	0.102
knead	-0.02
knee	0.04
kneecap	-0.146
kneel	-0.148
kneeling	-0.51
knell	-0.292
knick	-0.04
knickers	0.104
knife	-0.306
knight	0.219
knighthood	0.48
knit	0.26
knob	-0.32
knock	-0.125
knockoff	-0.3
knockout	-0.224
knoll	-0.132
knot	0.082
knots	-0.164
knotted	-0.548
know	0.278
knowing	0.666
knowingly	0.0
knowledge	0.389
knowledgeable	0.73
knuckle	0.31
knucklehead	-0.686
knuckles	-0.458
koala	0.216
kook	-0.166
kooky	-0.164
kool-aid	0.062
kos	0.0
kosher	-0.062
kraut	-0.224
kris	-0.146
kryptonite	-0.388
kudos	0.85
kumquat	-0.166
lab	-0.042
label	0.164
labor	0.188
laboratory	0.142
labored	0.292
laborer	0.122
laboring	0.41
laborious	-0.214
labyrinth	-0.042
lac	-0.184
lace	0.25
laceration	-0.714
lack	-0.698
lackey	-0.48
lacking	-0.542
lackluster	-0.5
lacquer	0.02
lacrosse	0.146
lactose	-0.042
lad	0.274
ladder	0.12
laddie	0.336
laden	-0.216
lading	-0.224
ladle	0.062
lady	0.708
lady bug	-0.02
ladybug	0.204
ladylike	0.184
ladyship	0.122
lag	-0.56
lager	0.168
lagging	-0.73
lagoon	0.32
laid	0.139
lair	-0.062
laity	0.02
lake	0.388
lama	0.12
lamb	0.292
lame	-0.71
lament	-0.604
lamenting	-0.688
lamina	0.02
laminated	-0.166
lamp	0.02
lamppost	-0.16
lance	-0.188
lancer	-0.166
land	0.164
landed	0.418
landfall	0.042
landfill	-0.204
landing	0.104
landlady	0.354
landlocked	-0.44
landlord	0.368
landmark	0.388
lands	0.188
landscape	0.438
landscaping	0.646
landslide	-0.5
lane	-0.102
language	0.354
languid	-0.438
languish	-0.53
languishing	-0.384
lanky	-0.176
lantern	0.244
lap	0.166
lapdog	-0.224
lapel	-0.08
lapse	-0.16
lapsed	-0.286
laptop	0.448
larceny	-0.456
lard	-0.146
larder	0.312
large	0.408
larger	0.458
largo	0.042
lark	0.14
larva	-0.51
laryngitis	-0.75
larynx	-0.08
lasagna	0.438
laser	-0.062
lash	-0.53
lass	0.312
lasso	-0.124
lastday	-0.382
lasting	0.608
lastminute	-0.164
latch	-0.21
late	-0.234
lateness	-0.572
latent	-0.062
lateral	-0.062
laterally	0.124
latest	0.0
latex	-0.042
lathe	0.02
lather	0.27
latitude	0.124
latrine	-0.24
latrines	-0.572
latte	0.23
lattice	-0.188
laud	-0.014
laudable	0.48
laudation	0.084
laudatory	0.224
laugh	0.847
laughable	0.184
laughing	0.797
laughingstock	-0.146
laughs	0.624
laughter	0.722
launch	0.368
launcher	0.354
launches	-0.02
launder	-0.042
laundering	-0.122
laundry	0.288
laureate	0.448
laurel	0.292
laurels	0.368
lava	-0.44
lavage	0.23
lavatory	0.02
lavender	0.624
lavish	0.584
law	0.153
lawful	0.32
lawless	-0.562
lawlessness	-0.688
lawman	0.02
lawn	0.372
lawnmower	-0.04
lawsuit	-0.562
lawyer	0.042
lax	-0.14
laxative	-0.458
lay	-0.056
layaway	-0.142
layer	0.0
layered	0.142
layman	0.062
layout	0.23
layover	0.04
laziness	-0.458
lazy	-0.486
lazyday	-0.326
lea	0.166
lead	0.208
leaded	-0.122
leader	0.666
leadership	0.74
leading	0.646
leads	0.06
leaf	0.166
leaflet	-0.02
leafy	0.306
league	0.312
leak	-0.244
leakage	-0.624
leaky	-0.66
lean	0.468
leaned	0.14
leaning	-0.04
leap	0.5
learn	0.472
learned	0.408
learner	0.286
learning	0.666
lease	0.04
leash	-0.36
leather	0.02
leathery	-0.164
leave	-0.25
leavemealone	-0.52
leaving	-0.547
lecherous	-0.73
lecture	0.188
lecturer	0.354
ledge	-0.188
ledger	0.02
lee	0.02
leech	-0.5
leeches	-0.77
leer	0.224
leery	-0.326
lees	-0.28
leeway	0.124
left	-0.25
leftout	-0.542
leftover	-0.02
leftovers	-0.562
lefty	-0.02
leg	0.02
legacy	0.584
legal	0.042
legality	0.53
legalize	0.02
legalized	0.52
legally	0.542
legend	0.674
legendary	0.714
legibility	0.542
legible	0.346
legion	-0.062
legislate	0.142
legislation	0.062
legislative	0.266
legislator	-0.02
legislature	0.08
legit	0.494
legitimacy	0.646
legitimate	0.736
lego	0.2
legs	-0.042
legume	0.04
legwork	0.244
leisure	0.444
leisurely	0.612
lemma	0.06
lemon	-0.141
lemonade	0.322
lend	0.04
lender	-0.32
lending	0.02
length	-0.042
lengthen	0.238
lengthened	-0.104
lengthening	0.346
lengthwise	0.142
lengthy	0.14
leniency	0.034
lenient	0.04
lens	-0.16
leopard	0.084
leotard	0.02
leper	-0.85
leprechaun	-0.166
leprosy	-0.74
lesion	-0.52
less	-0.47
lessee	-0.166
lessen	-0.53
lessening	-0.25
lesser	-0.208
lesson	0.408
lessor	0.104
let	0.014
let's	0.156
lethal	-0.688
lethargic	-0.572
lethargy	-0.612
letter	0.27
lettered	0.084
letterhead	-0.1
lettering	0.082
letters	0.326
lettuce	0.188
leukemia	-0.812
levee	0.04
level	0.078
lever	-0.2
leverage	-0.082
levitate	0.122
levy	-0.124
lewd	-0.624
lexicon	0.122
ley	0.208
liabilities	-0.142
liability	0.292
liable	0.312
liaison	0.396
liar	-0.722
libel	-0.744
libelous	-0.75
liberal	0.153
liberalism	0.153
liberate	0.52
liberated	0.56
liberating	0.83
liberation	0.49
liberty	0.681
libido	0.54
librarian	0.25
library	0.552
libretto	0.224
lice	-0.734
license	0.0
lichen	-0.164
lick	-0.06
licorice	0.354
lid	-0.02
lie	-0.597
liege	-0.042
lien	-0.208
lies	-0.609
lieu	-0.146
lieutenant	0.188
life	0.836
lifeblood	0.346
lifeboat	0.448
lifeguard	0.74
lifeisgood	0.624
lifeless	-0.916
lifelike	0.552
lifeline	0.47
lifelong	0.646
lifer	-0.146
lifesaver	0.816
lifestyle	0.5
lifesucks	-0.666
lifetime	0.632
lift	0.408
lifted	0.428
liftoff	0.062
ligament	-0.02
ligation	-0.312
ligature	-0.044
light	0.167
light year	0.438
lightbulb	0.146
lighten	0.376
lightheaded	-0.306
lighthouse	0.244
lighting	0.53
lightness	0.588
lightning	-0.142
lights	0.5
lightweight	0.34
likable	0.73
like	0.486
likelihood	0.52
likely	0.266
likeness	0.376
likewise	0.302
liking	0.926
lilac	0.376
lily	0.28
limb	0.02
limber	0.376
limbo	-0.23
lime	0.188
limelight	0.334
limestone	0.204
limey	-0.062
limit	-0.222
limitation	-0.431
limited	-0.453
limitless	0.376
limo	0.52
limousine	0.276
limp	-0.214
lin	-0.168
line	0.082
lineage	0.266
lineal	0.042
linear	0.292
linebacker	-0.02
lined	-0.124
linen	0.312
liner	-0.062
lines	0.084
lineup	0.27
linger	-0.04
lingerie	0.086
lingering	0.26
lingo	-0.104
lingual	0.0
linguini	0.25
linguist	0.166
linguistic	0.292
linguistics	0.104
lining	0.142
link	-0.146
linoleum	0.02
lint	-0.224
lion	0.064
lip	0.082
liposuction	-0.416
lipstick	0.306
liquefaction	-0.102
liquefied	0.124
liqueur	0.34
liquid	0.124
liquidate	-0.167
liquidation	-0.571
liquidator	-0.292
liquidity	0.376
liquor	-0.219
lira	0.06
lisp	-0.27
list	0.056
listen	0.542
listener	0.334
listenting	0.28
listing	-0.124
listless	-0.562
listneing	0.062
litany	0.02
liter	0.146
literacy	0.46
literal	0.14
literally	0.142
literary	0.438
literature	0.416
lithe	0.312
lithium	-0.166
lithograph	0.102
lithography	0.122
lithology	0.038
lithosphere	-0.054
litigant	-0.562
litigate	-0.48
litigation	-0.224
litigator	-0.142
litigious	-0.28
litter	-0.5
little	0.313
littlethings	0.48
littoral	0.102
liturgy	-0.02
live	0.444
livelife	0.584
livelihood	0.396
lively	0.764
liven	0.416
liver	-0.122
livery	0.02
livestock	0.458
livid	-0.062
living	0.73
lizard	-0.244
llama	-0.02
lml	-0.104
load	-0.069
loader	0.124
loaf	0.51
loafer	-0.53
loam	-0.062
loan	0.104
loath	-0.73
loathe	-0.812
loathful	-0.864
loathing	-0.834
loathsome	-0.76
lobby	0.25
lobbyist	-0.23
lobe	-0.082
lobotomy	-0.408
lobster	0.142
local	0.312
locale	-0.102
locality	0.164
localization	0.104
localize	0.04
localized	-0.02
locate	0.166
location	0.23
locator	-0.04
loch	-0.102
lock	-0.458
locker	-0.122
locket	0.23
locksmith	0.02
lockup	-0.52
loco	-0.388
locomotion	-0.06
locomotive	0.084
locust	-0.042
lode	-0.27
lodge	0.312
lodger	-0.04
lodging	0.426
loft	0.02
lofty	0.51
log	0.182
logarithm	0.04
logarithmic	-0.062
logic	0.403
logical	0.361
logistics	0.266
logo	-0.062
logotype	-0.04
loin	-0.16
lollipop	0.256
lone	-0.181
loneliness	-0.556
lonely	-0.611
loner	-0.556
lonesome	-0.438
long	-0.094
longboat	0.102
longer	-0.063
longevity	0.5
longing	0.208
longitude	-0.042
longitudinal	0.084
longitudinally	0.082
longtime	-0.276
loo	-0.23
look	0.375
looker	0.166
lookout	0.396
looks	-0.063
loom	0.062
looming	-0.266
loon	-0.142
loony	-0.122
loop	0.032
loophole	-0.188
loopy	-0.124
loose	0.146
loosen	-0.026
loosening	-0.244
loot	0.208
lop	-0.142
lopsided	-0.75
lord	0.236
lords	0.142
lordship	0.146
lore	0.438
lorry	0.042
lose	-0.292
loser	-0.764
losing	-0.688
loss	-0.431
losses	-0.625
lost	-0.806
lot	0.062
lotion	0.448
lots	0.208
lottery	0.542
lotto	0.52
lottttt	0.203
lotus	0.208
loud	-0.078
loudly	0.082
loudmouth	-0.326
loudness	-0.3
loudspeaker	-0.02
lounge	0.184
lounging	0.47
louse	-0.632
lousy	-0.75
lovable	0.896
love	0.917
loved	0.854
lovee	0.898
loveee	0.854
loveless	-0.587
lovelife	0.674
loveliness	0.918
lovelovelove	0.896
lovely	0.635
lovemaking	0.938
lovemylife	0.792
lover	0.792
lovesick	0.592
lovethis	0.734
loving	0.896
lovinglife	0.958
lovinlife	0.428
low	-0.319
lowdown	-0.388
lower	-0.236
lowering	-0.428
lowest	-0.376
lowlands	-0.354
lowlife	-0.408
lowly	0.124
lox	-0.02
loyal	0.759
loyalty	0.694
lsd	-0.25
luau	0.188
lube	0.104
lubricant	0.312
lubricate	0.104
lubrication	0.248
lucid	0.542
luck	0.708
luckiest	0.834
luckily	0.681
lucky	0.653
luckygirl	0.562
lucrative	0.458
ludicrous	-0.726
lug	-0.312
luggage	0.122
lukewarm	0.146
lull	0.204
lullaby	0.592
lumbar	-0.354
lumber	0.034
lumbering	-0.292
lumberjack	0.0
luminescent	0.592
luminous	0.836
lump	-0.124
lumpy	-0.458
lunacy	-0.736
lunar	0.124
lunatic	-0.75
lunch	0.76
lunchbox	0.326
luncheon	0.674
lunchtime	0.792
lung	0.02
lunge	-0.292
lungs	0.062
lurch	-0.192
lure	-0.122
lurid	-0.628
lurk	-0.562
lurking	-0.158
luscious	0.77
lush	0.48
lust	-0.062
luster	0.666
lustful	-0.146
lustrous	0.542
lusty	-0.062
lute	-0.082
luxuriant	0.52
luxurious	0.894
luxury	0.736
lycra	0.04
lye	-0.244
lying	-0.806
lymph	-0.204
lymphatic	-0.24
lymphoma	-0.584
lynch	-0.666
lynching	-0.73
lynx	0.02
lyre	0.438
lyric	0.264
lyrical	0.153
lyrics	0.164
macadamia	0.27
macarena	0.604
macaroni	0.632
mace	-0.1
mach	0.082
machete	-0.48
machine	0.02
machinery	-0.084
machinist	-0.02
macho	0.286
mackerel	-0.164
macro	0.104
mad	-0.847
madam	0.16
madame	0.208
madden	-0.342
madder	-0.354
mademoiselle	0.504
mademyday	0.388
madhouse	-0.688
madman	-0.73
madness	-0.641
maestro	0.646
mafia	-0.592
magazine	0.23
mage	0.244
magenta	0.27
maggot	-0.53
magic	0.736
magical	0.75
magician	0.428
magistrate	0.174
magma	-0.354
magna	0.21
magnate	0.254
magnesium	0.084
magnet	0.142
magnetic	0.224
magnetism	0.26
magnetite	0.062
magnification	0.78
magnificence	0.604
magnificent	0.921
magnifier	-0.062
magnify	0.458
magnifying	0.188
magnitude	0.216
magnolia	0.116
magpie	0.0
mahi mahi	0.02
mahjong	0.112
mahogany	0.204
maid	-0.188
maiden	0.51
mail	0.23
mailbox	0.146
mailing	0.376
mailman	0.318
maim	-0.734
main	0.0
mainframe	0.062
mainland	0.36
mainstay	0.388
mainstream	0.306
maintain	0.368
maintenance	0.184
majestic	0.896
majesty	0.646
major	-0.097
majority	0.368
make	-0.016
makeover	0.542
maker	0.396
makeshift	-0.042
makesmehappy	0.788
makesmemad	-0.408
makeup	0.48
makingdisciples	0.368
maladjusted	-0.778
maladjustment	-0.847
malady	-0.62
malaise	-0.7
malaria	-0.75
malarkey	-0.208
malevolent	-0.812
malfeasance	-0.876
malformation	-0.834
malfunction	-0.75
malice	-0.854
malicious	-0.646
malign	-0.72
malignancy	-0.702
malignant	-0.714
maligned	-0.796
mall	0.448
malleable	0.0
mallet	-0.292
malnutrition	-0.952
malpractice	-0.812
malt	0.5
mama	0.72
mambo	0.616
mamma	0.2
mammal	0.236
mammoth	-0.04
mammy	0.36
manage	0.12
manageable	0.5
management	0.584
manager	0.25
managerial	0.208
mandamus	-0.122
mandarin	0.25
mandate	-0.104
mandatory	-0.458
mandible	0.02
mandolin	0.416
mandrel	-0.38
mane	0.042
maneuver	0.23
maneuvering	0.27
mange	-0.378
manger	0.312
mangle	-0.416
mango	0.53
mangosteen	0.124
mangy	-0.572
manhole	-0.244
manhood	0.25
manhunt	-0.71
mania	-0.42
maniac	-0.76
maniacal	-0.6
manic	-0.892
manicure	0.412
manicurist	0.166
manifest	0.334
manifestation	0.166
manifested	0.16
manifestly	-0.062
manifesto	0.292
manifold	0.0
manipulate	-0.542
manipulation	-0.624
manipulative	-0.646
mankind	0.646
manly	0.403
manna	0.396
manned	0.102
mannequin	-0.146
manner	0.236
mannered	-0.062
manners	0.632
manor	0.292
manpower	0.062
mansion	0.694
mansions	0.47
manslaughter	-0.889
mantel	0.0
mantis	-0.04
mantle	0.02
mantra	-0.208
manual	0.27
manufacture	0.736
manufacturer	0.376
manufacturing	0.306
manure	-0.5
manuscript	0.02
map	0.122
maple	0.082
mar	-0.27
marathon	0.292
marble	0.208
marbled	-0.208
marbles	0.428
march	0.062
mare	0.082
margarine	0.06
margarita	0.5
margin	0.0
marginal	-0.264
mariachi	0.42
marijuana	-0.376
marinara	0.314
marine	0.266
mariner	0.304
marital	0.264
maritime	0.292
mark	-0.018
marked	0.184
marker	0.0
market	0.448
marketable	0.492
marketing	0.042
marketplace	0.396
marks	-0.14
marksman	0.0
marksmanship	0.146
marl	-0.256
marmalade	0.458
maroon	-0.062
marooned	-0.542
marquee	0.204
marquis	0.042
marred	-0.638
marriage	0.514
married	0.348
marrow	-0.204
marry	0.625
marsh	-0.396
marshal	-0.062
marshmallow	0.48
mart	0.062
martial	-0.04
martingale	-0.062
martini	0.656
martyr	-0.438
martyrdom	-0.354
marvel	0.922
marvellous	0.756
marvelous	0.896
marvelously	0.936
marzipan	0.368
mascara	0.15
mascot	0.5
masculine	0.306
masculinity	0.166
mash	-0.12
mashed	0.062
mask	0.02
masked	-0.25
masks	0.02
masochism	-0.612
masochist	-0.672
mason	0.082
masquerade	-0.138
mass	-0.084
massacre	-0.938
massage	0.416
masses	0.104
masseur	0.244
masseuse	0.188
massive	0.138
mast	0.084
master	0.388
masterful	0.708
mastermind	0.584
masterpiece	0.852
mastery	0.51
masturbate	0.104
masturbation	0.084
mat	-0.082
matador	-0.552
match	0.198
matchbook	0.124
matching	0.438
matchmaker	0.23
mate	0.389
material	0.042
materialism	-0.56
materialist	-0.49
materialistic	-0.16
materiality	-0.166
materialize	0.376
materially	-0.02
materials	0.266
materiel	0.062
maternal	0.694
maternity	0.73
math	-0.166
mathematical	0.24
mathematician	0.082
mathematics	-0.124
matinee	0.388
mating	0.51
matriculation	0.244
matrimony	0.7
matrix	0.102
matron	0.04
matted	-0.438
matter	0.056
matting	-0.042
mattress	0.224
maturation	0.224
mature	0.194
maturity	0.444
maudlin	-0.326
mausoleum	-0.312
mauve	0.066
maverick	-0.292
maxim	0.75
maximize	0.646
maximum	0.448
may	0.408
mayday	-0.312
mayflower	0.38
mayhem	-0.624
mayonnaise	0.02
mayor	-0.062
maze	-0.124
mead	0.334
meadow	0.244
meager	-0.306
meal	0.666
mean	-0.444
meander	-0.04
meandering	-0.146
meanie	-0.224
meaning	0.326
meaningful	0.444
meaningless	-0.583
meanness	-0.796
means	0.23
meantime	-0.136
measles	-0.816
measurable	0.208
measure	0.02
measured	0.084
measurement	0.244
measuring	-0.104
measuring cup	0.114
measuring tape	-0.326
meat	0.224
meatball	0.224
meathead	-0.388
meatloaf	0.25
mechanic	0.142
mechanical	-0.042
mechanics	0.084
mechanism	0.146
med	-0.25
medal	0.708
medallion	0.5
medallist	0.592
meddle	-0.396
meddling	-0.51
media	0.0
medial	-0.084
median	-0.082
mediate	0.27
mediation	0.322
mediator	0.184
medic	0.0
medical	0.166
medicate	-0.166
medication	0.23
medicinal	0.334
medicine	0.416
medieval	0.12
mediocre	-0.624
mediocrity	-0.854
meditate	0.624
meditating	0.436
meditation	0.572
meditative	0.228
mediterranean	0.326
medium	0.118
medley	-0.026
meek	0.062
meet	0.063
meeting	0.5
mega	0.448
meh	-0.24
melancholic	-0.638
melancholy	-0.624
melee	0.082
mellow	0.266
melodious	0.864
melodrama	-0.244
melodramatic	-0.569
melody	0.542
melon	-0.078
melt	-0.104
meltdown	0.258
melting	0.184
member	0.396
membership	0.396
membrane	-0.188
memento	0.416
memo	0.25
memoir	0.5
memorabilia	0.56
memorable	0.878
memorandum	0.2
memorial	0.204
memorials	0.542
memories	0.926
memoriesiwontforget	0.27
memorize	0.04
memory	0.584
menace	-0.972
menacing	-0.916
menagerie	0.146
mend	0.417
mending	0.0
menial	-0.02
meningitis	-0.792
meniscus	-0.354
menopause	-0.592
menses	-0.674
menstrual	-0.184
mental	-0.02
mentalhealth	0.124
mentality	0.422
menthol	-0.02
mention	0.124
mentor	0.438
menu	0.266
meow	0.02
mercantile	-0.04
mercenary	-0.51
merchandise	0.188
merchant	0.35
merciful	0.708
merciless	-0.876
mercurial	-0.02
mercury	-0.326
mercy	0.159
mere	-0.208
merengue	0.376
merge	0.52
merger	0.184
meridian	0.02
meridional	-0.27
meringue	0.25
merit	0.597
meritorious	0.562
mermaid	0.53
merriment	0.896
merry	0.958
merrychristmas	0.776
mesa	0.208
mescaline	-0.02
mesh	-0.142
meshes	-0.12
mesmerized	0.04
mess	-0.528
message	0.3
messed	-0.313
messedup	-0.334
messenger	0.388
messiah	0.562
messy	-0.48
metabolic	-0.184
metabolism	0.396
metal	0.102
metallic	0.23
metallurgy	-0.208
metamorphosis	0.082
metaphor	0.124
metaphorical	0.0
metaphysical	0.26
metaphysics	0.122
metastasis	-0.646
meteor	-0.204
meteoric	0.18
meteorite	-0.23
meteorological	0.27
meteorology	0.26
meter	-0.124
meth	-0.292
methadone	-0.52
methane	-0.42
methanol	-0.416
method	0.28
methodical	0.326
methodology	0.328
meticulous	0.11
metime	0.062
metric	0.038
metrical	0.042
metrology	0.062
metropolis	0.312
metropolitan	-0.226
mettle	0.334
mew	-0.164
mezzanine	-0.042
mica	0.062
mick	-0.102
micro	0.0
microbe	-0.49
microbiology	0.142
microchip	0.102
microcosm	0.0
microfilm	-0.062
microgram	-0.104
micrometer	0.146
micron	-0.25
microphone	0.102
microscope	0.062
microscopic	-0.28
microscopically	0.246
microscopy	0.0
microwave	0.084
mid	0.0
midair	0.266
midday	0.316
middle	-0.084
middleman	0.0
middleweight	0.02
midget	-0.208
midland	0.042
midlife	0.188
midline	-0.336
midnight	0.124
midshipman	-0.062
midst	-0.352
midsummer	0.562
midterm	-0.146
midtown	-0.042
midway	-0.082
midwife	0.062
midwifery	0.02
mien	0.0
miffed	-0.592
mighty	0.431
mignon	0.102
migraine	-0.73
migrate	-0.17
migration	-0.016
migratory	-0.104
mike	0.084
mil	0.068
mild	0.203
mildew	-0.312
mildness	0.654
mile	0.042
mileage	0.02
milestone	0.438
militant	-0.164
militants	-0.48
military	-0.208
militia	-0.208
milk	0.634
milkman	0.5
milkshake	0.592
milky	0.034
mill	0.062
millennium	0.146
milligram	-0.142
millimeter	-0.146
million	0.552
millionaire	0.834
millionth	0.27
millstone	0.02
mime	-0.09
mimic	0.114
mimicking	-0.368
mimicry	-0.16
mince	-0.166
mincemeat	-0.208
mind	0.056
minded	0.312
mindful	0.53
mindfulness	0.458
mindless	-0.632
mine	-0.028
minefield	-0.624
miner	-0.184
mineral	0.038
mineralogy	0.102
mingle	0.122
mingled	0.042
mini	-0.158
miniature	-0.142
minibus	-0.122
minim	0.036
minimal	-0.104
minimize	-0.28
minimized	-0.084
minimum	-0.24
mining	0.266
minion	-0.02
minister	0.431
ministerial	0.142
ministry	0.02
minivan	0.184
mink	0.12
minnow	0.082
minor	-0.5
minority	-0.38
minstrel	-0.084
mint	0.376
minty	0.27
minuscule	-0.208
minute	0.164
minutiae	-0.354
minx	-0.104
mir	-0.166
miracle	0.834
miracles	0.844
miraculous	0.75
mirage	0.092
mire	-0.312
mirror	0.354
mirth	0.776
misappropriation	-0.806
misbehave	-0.96
misbehavior	-0.431
miscalculation	-0.646
miscarriage	-0.916
miscellaneous	0.062
miscellany	0.0
mischief	-0.23
mischievous	-0.122
misconception	-0.58
misconduct	-0.878
misdemeanor	-0.58
misdirection	-0.738
miser	-0.584
miserable	-0.875
miserably	-0.44
misery	-0.931
misfire	-0.694
misfit	-0.654
misfortune	-0.694
misguided	-0.44
mishap	-0.858
misinformed	-0.688
misinterpretation	-0.776
mislead	-0.528
misleading	-0.86
misled	-0.646
mismanagement	-0.812
mismatch	-0.5
mismatched	-0.5
misnomer	-0.408
misplace	-0.542
misplaced	-0.506
misread	-0.77
misrepresent	-0.604
misrepresentation	-0.354
misrepresented	-0.916
miss	-0.069
missed	-0.109
missile	-0.52
missiles	-0.86
missing	-0.391
missingyou	-0.48
mission	0.53
missionary	0.458
misspell	-0.416
misstatement	-0.396
missy	0.042
mist	-0.25
mistake	-0.472
mistaken	-0.738
mistakes	-0.656
mister	0.208
mistletoe	0.084
